index,Gene symbol,HGNC ID,UniProt
3063,CILP,HGNC:1980,O75339
3064,CILP2,HGNC:24213,Q8IUL8
3065,CIMAP1A,HGNC:19905,Q96PU9
3066,CIMAP1B,HGNC:34388,A8MYP8
3067,CIMAP1C,HGNC:28735,Q8IXM7
3068,CIMAP1D,HGNC:26841,Q3SX64
3069,CIMAP2,HGNC:26854,Q3ZCV2
3070,CIMAP3,HGNC:27009,Q8TCI5
3071,CIMIP1,HGNC:16216,Q9H1P6
3072,CIMIP2A,HGNC:33818,Q6J272
3073,CIMIP2B,HGNC:34242,A8MTA8
3074,CIMIP2C,HGNC:27938,A6NJV1
3075,CIMIP3,HGNC:55126,X6R8D5
3076,CIMIP4,HGNC:28568,O43247
3077,CINP,HGNC:23789,Q9BW66
3078,CIP2A,HGNC:29302,Q8TCG1
3079,CIPC,HGNC:20365,Q9C0C6
3080,CIR1,HGNC:24217,Q86X95
3081,CIRBP,HGNC:1982,Q14011
3082,CIROP,HGNC:53647,A0A1B0GTW7
3083,CISD1,HGNC:30880,Q9NZ45
3084,CISD2,HGNC:24212,Q8N5K1
3085,CISD3,HGNC:27578,P0C7P0
3086,CISH,HGNC:1984,Q9NSE2
3087,CIST1,HGNC:55823,A0A2R8Y7Y5
3088,CIT,HGNC:1985,O14578
3089,CITED1,HGNC:1986,Q99966
3090,CITED2,HGNC:1987,Q99967
3091,CITED4,HGNC:18696,Q96RK1
3092,CIZ1,HGNC:16744,Q9ULV3
3093,CKAP2,HGNC:1990,Q8WWK9
3094,CKAP2L,HGNC:26877,Q8IYA6
3095,CKAP4,HGNC:16991,Q07065
3096,CKAP5,HGNC:28959,Q14008
3097,CKB,HGNC:1991,P12277
3098,CKLF,HGNC:13253,Q9UBR5
3099,CKM,HGNC:1994,P06732
3100,CKMT1A,HGNC:31736,P12532
3101,CKMT1B,HGNC:1995,P12532
3102,CKMT2,HGNC:1996,P17540
3103,CKS1B,HGNC:19083,P61024
3104,CKS2,HGNC:2000,P33552
3105,CLASP1,HGNC:17088,Q7Z460
3106,CLASP2,HGNC:17078,O75122
3107,CLASRP,HGNC:17731,Q8N2M8
3108,CLBA1,HGNC:20126,Q96F83
3109,CLC,HGNC:2014,Q05315
3110,CLCA1,HGNC:2015,A8K7I4
3111,CLCA2,HGNC:2016,Q9UQC9
3112,CLCA4,HGNC:2018,Q14CN2
3113,CLCC1,HGNC:29675,Q96S66
3114,CLCF1,HGNC:17412,Q9UBD9
3115,CLCN1,HGNC:2019,P35523
3116,CLCN2,HGNC:2020,P51788
3117,CLCN3,HGNC:2021,P51790
3118,CLCN4,HGNC:2022,P51793
3119,CLCN5,HGNC:2023,P51795
3120,CLCN6,HGNC:2024,P51797
3121,CLCN7,HGNC:2025,P51798
3122,CLCNKA,HGNC:2026,P51800
3123,CLCNKB,HGNC:2027,P51801
3124,CLDN1,HGNC:2032,O95832
3125,CLDN2,HGNC:2041,P57739
3126,CLDN3,HGNC:2045,O15551
3127,CLDN4,HGNC:2046,O14493
3128,CLDN5,HGNC:2047,O00501
3129,CLDN6,HGNC:2048,P56747
3130,CLDN7,HGNC:2049,O95471
3131,CLDN8,HGNC:2050,P56748
3132,CLDN9,HGNC:2051,O95484
3133,CLDN10,HGNC:2033,P78369
3134,CLDN11,HGNC:8514,O75508
3135,CLDN12,HGNC:2034,P56749
3136,CLDN14,HGNC:2035,O95500
3137,CLDN15,HGNC:2036,P56746
3138,CLDN16,HGNC:2037,Q9Y5I7
3139,CLDN17,HGNC:2038,P56750
3140,CLDN18,HGNC:2039,P56856
3141,CLDN19,HGNC:2040,Q8N6F1
3142,CLDN20,HGNC:2042,P56880
3143,CLDN22,HGNC:2044,Q8N7P3
3144,CLDN23,HGNC:17591,Q96B33
3145,CLDN24,HGNC:37200,A6NM45
3146,CLDN25,HGNC:37218,C9JDP6
3147,CLDN34,HGNC:51259,H7C241
3148,CLDND1,HGNC:1322,Q9NY35
3149,CLDND2,HGNC:28511,Q8NHS1
3150,CLEC1A,HGNC:24355,Q8NC01
3151,CLEC1B,HGNC:24356,Q9P126
3152,CLEC2A,HGNC:24191,Q6UVW9
3153,CLEC2B,HGNC:2053,Q92478
3154,CLEC2D,HGNC:14351,Q9UHP7
3155,CLEC2L,HGNC:21969,P0C7M8
3156,CLEC3A,HGNC:2052,O75596
3157,CLEC3B,HGNC:11891,P05452
3158,CLEC4A,HGNC:13257,Q9UMR7
3159,CLEC4C,HGNC:13258,Q8WTT0
3160,CLEC4D,HGNC:14554,Q8WXI8
3161,CLEC4E,HGNC:14555,Q9ULY5
3162,CLEC4F,HGNC:25357,Q8N1N0
3163,CLEC4G,HGNC:24591,Q6UXB4
3164,CLEC4M,HGNC:13523,Q9H2X3
3165,CLEC5A,HGNC:2054,Q9NY25
3166,CLEC6A,HGNC:14556,Q6EIG7
3167,CLEC7A,HGNC:14558,Q9BXN2
3168,CLEC9A,HGNC:26705,Q6UXN8
3169,CLEC10A,HGNC:16916,Q8IUN9
3170,CLEC11A,HGNC:10576,Q9Y240
3171,CLEC12A,HGNC:31713,Q5QGZ9
3172,CLEC12B,HGNC:31966,Q2HXU8
3173,CLEC14A,HGNC:19832,Q86T13
3174,CLEC16A,HGNC:29013,Q2KHT3
3175,CLEC17A,HGNC:34520,Q6ZS10
3176,CLEC18A,HGNC:30388,A5D8T8
3177,CLEC18B,HGNC:33849,Q6UXF7
3178,CLEC18C,HGNC:28538,Q8NCF0
3179,CLEC19A,HGNC:34522,Q6UXS0
3180,CLEC20A,HGNC:34521,Q6ZU45
3181,CLGN,HGNC:2060,O14967
3182,CLHC1,HGNC:26453,Q8NHS4
3183,CLIC1,HGNC:2062,O00299
3184,CLIC2,HGNC:2063,O15247
3185,CLIC3,HGNC:2064,O95833
3186,CLIC4,HGNC:13518,Q9Y696
3187,CLIC5,HGNC:13517,Q9NZA1
3188,CLIC6,HGNC:2065,Q96NY7
3189,CLINT1,HGNC:23186,Q14677
3190,CLIP1,HGNC:10461,P30622
3191,CLIP2,HGNC:2586,Q9UDT6
3192,CLIP3,HGNC:24314,Q96DZ5
3193,CLIP4,HGNC:26108,Q8N3C7
3194,CLK1,HGNC:2068,P49759
3195,CLK2,HGNC:2069,P49760
3196,CLK3,HGNC:2071,P49761
3197,CLK4,HGNC:13659,Q9HAZ1
3198,CLMN,HGNC:19972,Q96JQ2
3199,CLMP,HGNC:24039,Q9H6B4
3200,CLN3,HGNC:2074,Q13286
3201,CLN5,HGNC:2076,O75503
3202,CLN6,HGNC:2077,Q9NWW5
3203,CLN8,HGNC:2079,Q9UBY8
3204,CLNK,HGNC:17438,Q7Z7G1
3205,CLNS1A,HGNC:2080,P54105
3206,CLOCK,HGNC:2082,O15516
3207,CLP1,HGNC:16999,Q92989
3208,CLPB,HGNC:30664,Q9H078
3209,CLPP,HGNC:2084,Q16740
3210,CLPS,HGNC:2085,P04118
3211,CLPSL1,HGNC:21251,A2RUU4
3212,CLPSL2,HGNC:21250,Q6UWE3
3213,CLPTM1,HGNC:2087,O96005
3214,CLPTM1L,HGNC:24308,Q96KA5
3215,CLPX,HGNC:2088,O76031
3216,CLRN1,HGNC:12605,P58418
3217,CLRN2,HGNC:33939,A0PK11
3218,CLRN3,HGNC:20795,Q8NCR9
3219,CLSPN,HGNC:19715,Q9HAW4
3220,CLSTN1,HGNC:17447,O94985
3221,CLSTN2,HGNC:17448,Q9H4D0
3222,CLSTN3,HGNC:18371,Q9BQT9
3223,CLTA,HGNC:2090,P09496
3224,CLTB,HGNC:2091,P09497
3225,CLTC,HGNC:2092,Q00610
3226,CLTCL1,HGNC:2093,P53675
3227,CLTRN,HGNC:29437,Q9HBJ8
3228,CLU,HGNC:2095,P10909
3229,CLUAP1,HGNC:19009,Q96AJ1
3230,CLUH,HGNC:29094,O75153
3231,CLUL1,HGNC:2096,Q15846
3232,CLVS1,HGNC:23139,Q8IUQ0
3233,CLVS2,HGNC:23046,Q5SYC1
3234,CLXN,HGNC:25678,Q9HAE3
3235,CLYBL,HGNC:18355,Q8N0X4
3236,CMA1,HGNC:2097,P23946
3237,CMAS,HGNC:18290,Q8NFW8
3238,CMBL,HGNC:25090,Q96DG6
3239,CMC1,HGNC:28783,Q7Z7K0
3240,CMC2,HGNC:24447,Q9NRP2
3241,CMC4,HGNC:35428,P56277
3242,CMIP,HGNC:24319,Q8IY22
3243,CMKLR1,HGNC:2121,Q99788
3244,CMKLR2,HGNC:4463,P46091
3245,CMPK1,HGNC:18170,P30085
3246,CMPK2,HGNC:27015,Q5EBM0
3247,CMSS1,HGNC:28666,Q9BQ75
3248,CMTM1,HGNC:19172,Q8IZ96
3249,CMTM2,HGNC:19173,Q8TAZ6
3250,CMTM3,HGNC:19174,Q96MX0
3251,CMTM4,HGNC:19175,Q8IZR5
3252,CMTM5,HGNC:19176,Q96DZ9
3253,CMTM6,HGNC:19177,Q9NX76
3254,CMTM7,HGNC:19178,Q96FZ5
3255,CMTM8,HGNC:19179,Q8IZV2
3256,CMTR1,HGNC:21077,Q8N1G2
3257,CMTR2,HGNC:25635,Q8IYT2
3258,CMYA5,HGNC:14305,Q8N3K9
3259,CNBD1,HGNC:26663,Q8NA66
3260,CNBD2,HGNC:16145,Q96M20
3261,CNBP,HGNC:13164,P62633
3262,CNDP1,HGNC:20675,Q96KN2
3263,CNDP2,HGNC:24437,Q96KP4
3264,CNEP1R1,HGNC:26759,Q8N9A8
3265,CNFN,HGNC:30183,Q9BYD5
3266,CNGA1,HGNC:2148,P29973
3267,CNGA2,HGNC:2149,Q16280
3268,CNGA3,HGNC:2150,Q16281
3269,CNGA4,HGNC:2152,Q8IV77
3270,CNGB1,HGNC:2151,Q14028
3271,CNGB3,HGNC:2153,Q9NQW8
3272,CNIH1,HGNC:19431,O95406
3273,CNIH2,HGNC:28744,Q6PI25
3274,CNIH3,HGNC:26802,Q8TBE1
3275,CNIH4,HGNC:25013,Q9P003
3276,CNKSR1,HGNC:19700,Q969H4
3277,CNKSR2,HGNC:19701,Q8WXI2
3278,CNKSR3,HGNC:23034,Q6P9H4
3279,CNMD,HGNC:17005,O75829
3280,CNN1,HGNC:2155,P51911
3281,CNN2,HGNC:2156,Q99439
3282,CNN3,HGNC:2157,Q15417
3283,CNNM1,HGNC:102,Q9NRU3
3284,CNNM2,HGNC:103,Q9H8M5
3285,CNNM3,HGNC:104,Q8NE01
3286,CNNM4,HGNC:105,Q6P4Q7
3287,CNOT1,HGNC:7877,A5YKK6
3288,CNOT2,HGNC:7878,Q9NZN8
3289,CNOT3,HGNC:7879,O75175
3290,CNOT4,HGNC:7880,O95628
3291,CNOT6,HGNC:14099,Q9ULM6
3292,CNOT6L,HGNC:18042,Q96LI5
3293,CNOT7,HGNC:14101,Q9UIV1
3294,CNOT8,HGNC:9207,Q9UFF9
3295,CNOT9,HGNC:10445,Q92600
3296,CNOT10,HGNC:23817,Q9H9A5
3297,CNOT11,HGNC:25217,Q9UKZ1
3298,CNP,HGNC:2158,P09543
3299,CNPPD1,HGNC:25220,Q9BV87
3300,CNPY1,HGNC:27786,Q3B7I2
3301,CNPY2,HGNC:13529,Q9Y2B0
3302,CNPY3,HGNC:11968,Q9BT09
3303,CNPY4,HGNC:28631,Q8N129
3304,CNR1,HGNC:2159,P21554
3305,CNR2,HGNC:2160,P34972
3306,CNRIP1,HGNC:24546,Q96F85
3307,CNST,HGNC:26486,Q6PJW8
3308,CNTD1,HGNC:26847,Q8N815
3309,CNTF,HGNC:2169,P26441
3310,CNTFR,HGNC:2170,P26992
3311,CNTLN,HGNC:23432,Q9NXG0
3312,CNTN1,HGNC:2171,Q12860
3313,CNTN2,HGNC:2172,Q02246
3314,CNTN3,HGNC:2173,Q9P232
3315,CNTN4,HGNC:2174,Q8IWV2
3316,CNTN5,HGNC:2175,O94779
3317,CNTN6,HGNC:2176,Q9UQ52
3318,CNTNAP1,HGNC:8011,P78357
3319,CNTNAP2,HGNC:13830,Q9UHC6
3320,CNTNAP3,HGNC:13834,Q9BZ76
3321,CNTNAP3B,HGNC:32035,Q96NU0
3322,CNTNAP3C,HGNC:53878,[3]
3323,CNTNAP4,HGNC:18747,Q9C0A0
3324,CNTNAP5,HGNC:18748,Q8WYK1
3325,CNTRL,HGNC:1858,Q7Z7A1
3326,CNTROB,HGNC:29616,Q8N137
3327,COA1,HGNC:21868,Q9GZY4
3328,COA3,HGNC:24990,Q9Y2R0
3329,COA4,HGNC:24604,Q9NYJ1
3330,COA5,HGNC:33848,Q86WW8
3331,COA6,HGNC:18025,Q5JTJ3
3332,COA7,HGNC:25716,Q96BR5
3333,COA8,HGNC:20492,Q96IL0
3334,COASY,HGNC:29932,Q13057
3335,COBL,HGNC:22199,O75128
3336,COBLL1,HGNC:23571,Q53SF7
3337,COCH,HGNC:2180,O43405
3338,COG1,HGNC:6545,Q8WTW3
3339,COG2,HGNC:6546,Q14746
3340,COG3,HGNC:18619,Q96JB2
3341,COG4,HGNC:18620,Q9H9E3
3342,COG5,HGNC:14857,Q9UP83
3343,COG6,HGNC:18621,Q9Y2V7
3344,COG7,HGNC:18622,P83436
3345,COG8,HGNC:18623,Q96MW5
3346,COIL,HGNC:2184,P38432
3347,COL1A1,HGNC:2197,P02452
3348,COL1A2,HGNC:2198,P08123
3349,COL2A1,HGNC:2200,P02458
3350,COL3A1,HGNC:2201,P02461
3351,COL4A1,HGNC:2202,P02462
3352,COL4A2,HGNC:2203,P08572
3353,COL4A3,HGNC:2204,Q01955
3354,COL4A4,HGNC:2206,P53420
3355,COL4A5,HGNC:2207,P29400
3356,COL4A6,HGNC:2208,Q14031
3357,COL5A1,HGNC:2209,P20908
3358,COL5A2,HGNC:2210,P05997
3359,COL5A3,HGNC:14864,P25940
3360,COL6A1,HGNC:2211,P12109
3361,COL6A2,HGNC:2212,P12110
3362,COL6A3,HGNC:2213,P12111
3363,COL6A5,HGNC:26674,A8TX70
3364,COL6A6,HGNC:27023,A6NMZ7
3365,COL7A1,HGNC:2214,Q02388
3366,COL8A1,HGNC:2215,P27658
3367,COL8A2,HGNC:2216,P25067
3368,COL9A1,HGNC:2217,P20849
3369,COL9A2,HGNC:2218,Q14055
3370,COL9A3,HGNC:2219,Q14050
3371,COL10A1,HGNC:2185,Q03692
3372,COL11A1,HGNC:2186,P12107
3373,COL11A2,HGNC:2187,P13942
3374,COL12A1,HGNC:2188,Q99715
3375,COL13A1,HGNC:2190,Q5TAT6
3376,COL14A1,HGNC:2191,Q05707
3377,COL15A1,HGNC:2192,P39059
3378,COL16A1,HGNC:2193,Q07092
3379,COL17A1,HGNC:2194,Q9UMD9
3380,COL18A1,HGNC:2195,P39060
3381,COL19A1,HGNC:2196,Q14993
3382,COL20A1,HGNC:14670,Q9P218
3383,COL21A1,HGNC:17025,Q96P44
3384,COL22A1,HGNC:22989,Q8NFW1
3385,COL23A1,HGNC:22990,Q86Y22
3386,COL24A1,HGNC:20821,Q17RW2
3387,COL25A1,HGNC:18603,Q9BXS0
3388,COL26A1,HGNC:18038,Q96A83
3389,COL27A1,HGNC:22986,Q8IZC6
3390,COL28A1,HGNC:22442,Q2UY09
3391,COLEC10,HGNC:2220,Q9Y6Z7
3392,COLEC11,HGNC:17213,Q9BWP8
3393,COLEC12,HGNC:16016,Q5KU26
3394,COLGALT1,HGNC:26182,Q8NBJ5
3395,COLGALT2,HGNC:16790,Q8IYK4
3396,COLQ,HGNC:2226,Q9Y215
3397,COMMD1,HGNC:23024,Q8N668
3398,COMMD2,HGNC:24993,Q86X83
3399,COMMD3,HGNC:23332,Q9UBI1
3400,COMMD4,HGNC:26027,Q9H0A8
3401,COMMD5,HGNC:17902,Q9GZQ3
3402,COMMD6,HGNC:24015,Q7Z4G1
3403,COMMD7,HGNC:16223,Q86VX2
3404,COMMD8,HGNC:26036,Q9NX08
3405,COMMD9,HGNC:25014,Q9P000
3406,COMMD10,HGNC:30201,Q9Y6G5
3407,COMP,HGNC:2227,P49747
3408,COMT,HGNC:2228,P21964
3409,COMTD1,HGNC:26309,Q86VU5
3410,COP1,HGNC:17440,Q8NHY2
3411,COPA,HGNC:2230,P53621
3412,COPB1,HGNC:2231,P53618
3413,COPB2,HGNC:2232,P35606
3414,COPE,HGNC:2234,O14579
3415,COPG1,HGNC:2236,Q9Y678
3416,COPG2,HGNC:2237,Q9UBF2
3417,COPRS,HGNC:28848,Q9NQ92
3418,COPS2,HGNC:30747,P61201
3419,COPS3,HGNC:2239,Q9UNS2
3420,COPS4,HGNC:16702,Q9BT78
3421,COPS5,HGNC:2240,Q92905
3422,COPS6,HGNC:21749,Q7L5N1
3423,COPS7A,HGNC:16758,Q9UBW8
3424,COPS7B,HGNC:16760,Q9H9Q2
3425,COPS8,HGNC:24335,Q99627
3426,COPS9,HGNC:21314,Q8WXC6
3427,COPZ1,HGNC:2243,P61923
3428,COPZ2,HGNC:19356,Q9P299
3429,COQ2,HGNC:25223,Q96H96
3430,COQ3,HGNC:18175,Q9NZJ6
3431,COQ4,HGNC:19693,Q9Y3A0
3432,COQ5,HGNC:28722,Q5HYK3
3433,COQ6,HGNC:20233,Q9Y2Z9
3434,COQ7,HGNC:2244,Q99807
3435,COQ8A,HGNC:16812,Q8NI60
3436,COQ8B,HGNC:19041,Q96D53
3437,COQ9,HGNC:25302,O75208
3438,COQ10A,HGNC:26515,Q96MF6
3439,COQ10B,HGNC:25819,Q9H8M1
3440,CORIN,HGNC:19012,Q9Y5Q5
3441,CORO1A,HGNC:2252,P31146
3442,CORO1B,HGNC:2253,Q9BR76
3443,CORO1C,HGNC:2254,Q9ULV4
3444,CORO2A,HGNC:2255,Q92828
3445,CORO2B,HGNC:2256,Q9UQ03
3446,CORO6,HGNC:21356,Q6QEF8
3447,CORO7,HGNC:26161,P57737
3448,CORT,HGNC:2257,O00230
3449,COTL1,HGNC:18304,Q14019
3450,COX4I1,HGNC:2265,P13073
3451,COX4I2,HGNC:16232,Q96KJ9
3452,COX5A,HGNC:2267,P20674
3453,COX5B,HGNC:2269,P10606
3454,COX6A1,HGNC:2277,P12074
3455,COX6A2,HGNC:2279,Q02221
3456,COX6B1,HGNC:2280,P14854
3457,COX6B2,HGNC:24380,Q6YFQ2
3458,COX6C,HGNC:2285,P09669
3459,COX7A1,HGNC:2287,P24310
3460,COX7A2,HGNC:2288,P14406
3461,COX7A2L,HGNC:2289,O14548
3462,COX7B,HGNC:2291,P24311
3463,COX7B2,HGNC:24381,Q8TF08
3464,COX7C,HGNC:2292,P15954
3465,COX8A,HGNC:2294,P10176
3466,COX8C,HGNC:24382,Q7Z4L0
3467,COX10,HGNC:2260,Q12887
3468,COX11,HGNC:2261,Q9Y6N1
3469,COX14,HGNC:28216,Q96I36
3470,COX15,HGNC:2263,Q7KZN9
3471,COX16,HGNC:20213,Q9P0S2
3472,COX17,HGNC:2264,Q14061
3473,COX18,HGNC:26801,Q8N8Q8
3474,COX19,HGNC:28074,Q49B96
3475,COX20,HGNC:26970,Q5RI15
3476,CP,HGNC:2295,P00450
3477,CPA1,HGNC:2296,P15085
3478,CPA2,HGNC:2297,P48052
3479,CPA3,HGNC:2298,P15088
3480,CPA4,HGNC:15740,Q9UI42
3481,CPA5,HGNC:15722,Q8WXQ8
3482,CPA6,HGNC:17245,Q8N4T0
3483,CPAMD8,HGNC:23228,Q8IZJ3
3484,CPB1,HGNC:2299,P15086
3485,CPB2,HGNC:2300,Q96IY4
3486,CPD,HGNC:2301,O75976
3487,CPE,HGNC:2303,P16870
3488,CPEB1,HGNC:21744,Q9BZB8
3489,CPEB2,HGNC:21745,Q7Z5Q1
3490,CPEB3,HGNC:21746,Q8NE35
3491,CPEB4,HGNC:21747,Q17RY0
3492,CPED1,HGNC:26159,A4D0V7
3493,CPHXL,HGNC:51815,A0A1W2PPM1
3494,CPHXL2,HGNC:55919,A0A1W2PPK0
3495,CPLANE1,HGNC:25801,Q9H799
3496,CPLANE2,HGNC:28127,Q9BU20
3497,CPLX1,HGNC:2309,O14810
3498,CPLX2,HGNC:2310,Q6PUV4
3499,CPLX3,HGNC:27652,Q8WVH0
3500,CPLX4,HGNC:24330,Q7Z7G2
3501,CPM,HGNC:2311,P14384
3502,CPN1,HGNC:2312,P15169
3503,CPN2,HGNC:2313,P22792
3504,CPNE1,HGNC:2314,Q99829
3505,CPNE2,HGNC:2315,Q96FN4
3506,CPNE3,HGNC:2316,O75131
3507,CPNE4,HGNC:2317,Q96A23
3508,CPNE5,HGNC:2318,Q9HCH3
3509,CPNE6,HGNC:2319,O95741
3510,CPNE7,HGNC:2320,Q9UBL6
3511,CPNE8,HGNC:23498,Q86YQ8
3512,CPNE9,HGNC:24336,Q8IYJ1
3513,CPO,HGNC:21011,Q8IVL8
3514,CPOX,HGNC:2321,P36551
3515,CPPED1,HGNC:25632,Q9BRF8
3516,CPQ,HGNC:16910,Q9Y646
3517,CPS1,HGNC:2323,P31327
3518,CPSF1,HGNC:2324,Q10570
3519,CPSF2,HGNC:2325,Q9P2I0
3520,CPSF3,HGNC:2326,Q9UKF6
3521,CPSF4,HGNC:2327,O95639
3522,CPSF4L,HGNC:33632,A6NMK7
3523,CPSF6,HGNC:13871,Q16630
3524,CPSF7,HGNC:30098,Q8N684
3525,CPT1A,HGNC:2328,P50416
3526,CPT1B,HGNC:2329,Q92523
3527,CPT1C,HGNC:18540,Q8TCG5
3528,CPT2,HGNC:2330,P23786
3529,CPTP,HGNC:28116,Q5TA50
3530,CPVL,HGNC:14399,Q9H3G5
3531,CPXCR1,HGNC:2332,Q8N123
3532,CPXM1,HGNC:15771,Q96SM3
3533,CPXM2,HGNC:26977,Q8N436
3534,CPZ,HGNC:2333,Q66K79
3535,CR1,HGNC:2334,P17927
3536,CR1L,HGNC:2335,Q2VPA4
3537,CR2,HGNC:2336,P20023
3538,CRABP1,HGNC:2338,P29762
3539,CRABP2,HGNC:2339,P29373
3540,CRACD,HGNC:29219,Q6ZU35
3541,CRACDL,HGNC:33454,Q6NV74
3542,CRACR2A,HGNC:28657,Q9BSW2
3543,CRACR2B,HGNC:28703,Q8N4Y2
3544,CRADD,HGNC:2340,P78560
3545,CRAMP1,HGNC:14122,Q96RY5
3546,CRAT,HGNC:2342,P43155
3547,CRB1,HGNC:2343,P82279
3548,CRB2,HGNC:18688,Q5IJ48
3549,CRB3,HGNC:20237,Q9BUF7
3550,CRBN,HGNC:30185,Q96SW2
3551,CRCP,HGNC:17888,O75575
3552,CRCT1,HGNC:29875,Q9UGL9
3553,CREB1,HGNC:2345,P16220
3554,CREB3,HGNC:2347,O43889
3555,CREB3L1,HGNC:18856,Q96BA8
3556,CREB3L2,HGNC:23720,Q70SY1
3557,CREB3L3,HGNC:18855,Q68CJ9
3558,CREB3L4,HGNC:18854,Q8TEY5
3559,CREB5,HGNC:16844,Q02930
3560,CREBBP,HGNC:2348,Q92793
3561,CREBL2,HGNC:2350,O60519
3562,CREBRF,HGNC:24050,Q8IUR6
3563,CREBZF,HGNC:24905,Q9NS37
3564,CREG1,HGNC:2351,O75629
3565,CREG2,HGNC:14272,Q8IUH2
3566,CRELD1,HGNC:14630,Q96HD1
3567,CRELD2,HGNC:28150,Q6UXH1
3568,CREM,HGNC:2352,Q03060
3569,CRH,HGNC:2355,P06850
3570,CRHBP,HGNC:2356,P24387
3571,CRHR1,HGNC:2357,P34998
3572,CRHR2,HGNC:2358,Q13324
3573,CRIM1,HGNC:2359,Q9NZV1
3574,CRIP1,HGNC:2360,P50238
3575,CRIP2,HGNC:2361,P52943
3576,CRIP3,HGNC:17751,Q6Q6R5
3577,CRIPT,HGNC:14312,Q9P021
3578,CRIPTO,HGNC:11701,P13385
3579,CRIPTO3,HGNC:11703,P51864
3580,CRISP1,HGNC:304,P54107
3581,CRISP2,HGNC:12024,P16562
3582,CRISP3,HGNC:16904,P54108
3583,CRISPLD1,HGNC:18206,Q9H336
3584,CRISPLD2,HGNC:25248,Q9H0B8
3585,CRK,HGNC:2362,P46108
3586,CRKL,HGNC:2363,P46109
3587,CRLF1,HGNC:2364,O75462
3588,CRLF2,HGNC:14281,Q9HC73
3589,CRLF3,HGNC:17177,Q8IUI8
3590,CRLS1,HGNC:16148,Q9UJA2
3591,CRMP1,HGNC:2365,Q14194
3592,CRNKL1,HGNC:15762,Q9BZJ0
3593,CRNN,HGNC:1230,Q9UBG3
3594,CROCC,HGNC:21299,Q5TZA2
3595,CROCC2,HGNC:51677,H7BZ55
3596,CROT,HGNC:2366,Q9UKG9
3597,CRP,HGNC:2367,P02741
3598,CRPPA,HGNC:37276,A4D126
3599,CRTAC1,HGNC:14882,Q9NQ79
3600,CRTAM,HGNC:24313,O95727
3601,CRTAP,HGNC:2379,O75718
3602,CRTC1,HGNC:16062,Q6UUV9
3603,CRTC2,HGNC:27301,Q53ET0
3604,CRTC3,HGNC:26148,Q6UUV7
3605,CRX,HGNC:2383,O43186
3606,CRY1,HGNC:2384,Q16526
3607,CRY2,HGNC:2385,Q49AN0
3608,CRYAA,HGNC:2388,P02489
3609,CRYAB,HGNC:2389,P02511
3610,CRYBA1,HGNC:2394,P05813
3611,CRYBA2,HGNC:2395,P53672
3612,CRYBA4,HGNC:2396,P53673
3613,CRYBB1,HGNC:2397,P53674
3614,CRYBB2,HGNC:2398,P43320
3615,CRYBB3,HGNC:2400,P26998
3616,CRYBG1,HGNC:356,Q9Y4K1
3617,CRYBG2,HGNC:17295,Q8N1P7
3618,CRYBG3,HGNC:34427,Q68DQ2
3619,CRYGA,HGNC:2408,P11844
3620,CRYGB,HGNC:2409,P07316
3621,CRYGC,HGNC:2410,P07315
3622,CRYGD,HGNC:2411,P07320
3623,CRYGN,HGNC:20458,Q8WXF5
3624,CRYGS,HGNC:2417,P22914
3625,CRYL1,HGNC:18246,Q9Y2S2
3626,CRYM,HGNC:2418,Q14894
3627,CRYZ,HGNC:2419,Q08257
3628,CRYZL1,HGNC:2420,O95825
3629,CS,HGNC:2422,O75390
3630,CSAD,HGNC:18966,Q9Y600
3631,CSAG1,HGNC:24294,Q6PB30
3632,CSAG2,HGNC:16847,Q9Y5P2
3633,CSAG3,HGNC:26237,Q9Y5P2
3634,CSDC2,HGNC:30359,Q9Y534
3635,CSDE1,HGNC:29905,O75534
3636,CSE1L,HGNC:2431,P55060
3637,CSF1,HGNC:2432,P09603
3638,CSF1R,HGNC:2433,P07333
3639,CSF2,HGNC:2434,P04141
3640,CSF2RA,HGNC:2435,P15509
3641,CSF2RB,HGNC:2436,P32927
3642,CSF3,HGNC:2438,P09919
3643,CSF3R,HGNC:2439,Q99062
3644,CSGALNACT1,HGNC:24290,Q8TDX6
3645,CSGALNACT2,HGNC:24292,Q8N6G5
3646,CSH1,HGNC:2440,P0DML2
3647,CSH2,HGNC:2441,P0DML3
3648,CSHL1,HGNC:2442,Q14406
3649,CSK,HGNC:2444,P41240
3650,CSKMT,HGNC:33113,A8MUP2
3651,CSMD1,HGNC:14026,Q96PZ7
3652,CSMD2,HGNC:19290,Q7Z408
3653,CSMD3,HGNC:19291,Q7Z407
3654,CSN1S1,HGNC:2445,P47710
3655,CSN2,HGNC:2447,P05814
3656,CSN3,HGNC:2446,P07498
3657,CSNK1A1,HGNC:2451,P48729
3658,CSNK1A1L,HGNC:20289,Q8N752
3659,CSNK1D,HGNC:2452,P48730
3660,CSNK1E,HGNC:2453,P49674
3661,CSNK1G1,HGNC:2454,Q9HCP0
3662,CSNK1G2,HGNC:2455,P78368
3663,CSNK1G3,HGNC:2456,Q9Y6M4
3664,CSNK2A1,HGNC:2457,P68400
3665,CSNK2A2,HGNC:2459,P19784
3666,CSNK2A3,HGNC:2458,Q8NEV1
3667,CSNK2B,HGNC:2460,P67870
3668,CSNKA2IP,HGNC:53637,A0A1B0GTH6
3669,CSPG4,HGNC:2466,Q6UVK1
