,Code,Title
3359,5C56.20,Mucolipidosis
3360,5C56.21,Oligosaccharidosis
3361,5C56.2Y,Other specified glycoproteinosis
3362,5C56.2Z,"Glycoproteinosis, unspecified"
3363,5C56.3,Mucopolysaccharidosis
3364,5C56.30,Mucopolysaccharidosis type 1
3365,5C56.31,Mucopolysaccharidosis type 2
3366,5C56.32,Mucopolysaccharidosis type 4
3367,5C56.33,Mucopolysaccharidosis type 6
3368,5C56.3Y,Other specified mucopolysaccharidosis
3369,5C56.3Z,"Mucopolysaccharidosis, unspecified"
3370,5C56.4,Disorders of sialic acid metabolism
3371,5C56.Y,Other specified lysosomal diseases
3372,5C56.Z,"Lysosomal diseases, unspecified"
3373,5C57,Peroxisomal diseases
3374,5C57.0,Disorders of peroxisome biogenesis
3375,5C57.1,"Disorders of peroxisomal alpha-, beta- or omega-oxidation"
3376,5C57.Y,Other specified peroxisomal diseases
3377,5C57.Z,"Peroxisomal diseases, unspecified"
3378,5C58,Inborn errors of porphyrin or heme metabolism
3379,5C58.0,Disorders of bilirubin metabolism or excretion
3380,5C58.00,Crigler-Najjar syndrome
3381,5C58.01,Gilbert syndrome
3382,5C58.02,Dubin-Johnson syndrome
3383,5C58.03,Progressive familial intrahepatic cholestasis
3384,5C58.04,Benign recurrent intrahepatic cholestasis
3385,5C58.0Y,Other specified disorders of bilirubin metabolism or excretion
3386,5C58.0Z,"Disorders of bilirubin metabolism or excretion, unspecified"
3387,5C58.1,Porphyrias
3388,5C58.10,Porphyria cutanea tarda
3389,5C58.12,Erythropoietic porphyrias
3390,5C58.13,Variegate porphyria
3391,5C58.1Y,Other specified porphyrias
3392,5C58.1Z,"Porphyrias, unspecified"
3393,5C58.Y,Other specified inborn errors of porphyrin or heme metabolism
3394,5C58.Z,"Inborn errors of porphyrin or heme metabolism, unspecified"
3395,5C59,Inborn errors of neurotransmitter metabolism
3396,5C59.0,Disorders of biogenic amine metabolism
3397,5C59.00,Disorders of catecholamine synthesis
3398,5C59.01,Disorders of pterin metabolism
3399,5C59.0Y,Other specified disorders of biogenic amine metabolism
3400,5C59.0Z,"Disorders of biogenic amine metabolism, unspecified"
3401,5C59.1,Disorders of gamma aminobutyric acid metabolism
3402,5C59.2,Disorders of pyridoxine metabolism
3403,5C59.Y,Other specified inborn errors of neurotransmitter metabolism
3404,5C59.Z,"Inborn errors of neurotransmitter metabolism, unspecified"
3405,5C5A,Alpha-1-antitrypsin deficiency
3406,5C5Y,Other specified inborn errors of metabolism
3407,5C5Z,"Inborn errors of metabolism, unspecified"
3409,5C60,Disorders of amino acid absorption or transport
3410,5C60.0,Oculocerebrorenal syndrome
3411,5C60.1,Cystinosis
3412,5C60.2,Cystinuria
3413,5C60.Y,Other specified disorders of amino acid absorption or transport
3414,5C60.Z,"Disorders of amino acid absorption or transport, unspecified"
3415,5C61,Disorders of carbohydrate absorption or transport
3416,5C61.0,Glucose-galactose malabsorption
3417,5C61.1,Maltase-glucoamylase deficiency
3418,5C61.2,Congenital sucrase-isomaltase deficiency
3419,5C61.3,"Alpha, alpha trehalase deficiency"
3420,5C61.4,Acquired monosaccharide malabsorption
3421,5C61.40,Fructose malabsorption
3422,5C61.4Y,Other specified acquired monosaccharide malabsorption
3423,5C61.4Z,"Acquired monosaccharide malabsorption, unspecified"
3424,5C61.5,Disorders of facilitated glucose transport
3425,5C61.6,Lactose intolerance
3426,5C61.60,Primary lactase deficiency
3427,5C61.61,Congenital lactase deficiency
3428,5C61.62,Secondary lactase deficiency
3429,5C61.6Z,"Lactose intolerance, unspecified"
3430,5C61.Y,Other specified disorders of carbohydrate absorption or transport
3431,5C61.Z,"Disorders of carbohydrate absorption or transport, unspecified"
3432,5C62,Disorders of lipid absorption or transport
3433,5C63,Disorders of vitamin or non-protein cofactor absorption or transport
3434,5C63.0,Disorders of cobalamin metabolism or transport
3435,5C63.1,Disorders of folate metabolism or transport
3436,5C63.2,Disorders of vitamin D metabolism or transport
3437,5C63.20,Hypocalcaemic vitamin D dependent rickets
3438,5C63.21,Hypocalcaemic vitamin D resistant rickets
3439,5C63.22,Hypophosphataemic rickets
3440,5C63.2Y,Other specified disorders of vitamin D metabolism or transport
3441,5C63.2Z,"Disorders of vitamin D metabolism or transport, unspecified"
3442,5C63.Y,Other specified disorders of vitamin or non-protein cofactor absorption or transport
3443,5C63.Z,"Disorders of vitamin or non-protein cofactor absorption or transport, unspecified"
3444,5C64,Disorders of mineral absorption or transport
3445,5C64.0,Disorders of copper metabolism
3446,5C64.00,Wilson disease
3447,5C64.0Y,Other specified disorders of copper metabolism
3448,5C64.0Z,"Disorders of copper metabolism, unspecified"
3449,5C64.1,Disorders of iron metabolism
3450,5C64.10,Iron overload diseases
3451,5C64.1Y,Other specified disorders of iron metabolism
3452,5C64.1Z,"Disorders of iron metabolism, unspecified"
3453,5C64.2,Disorders of zinc metabolism
3454,5C64.20,Acrodermatitis enteropathica
3455,5C64.21,Zinc deficiency syndromes
3456,5C64.2Y,Other specified disorders of zinc metabolism
3457,5C64.2Z,"Disorders of zinc metabolism, unspecified"
3458,5C64.3,Disorders of phosphorus metabolism or phosphatases
3459,5C64.4,Disorders of magnesium metabolism
3460,5C64.40,Hypermagnesaemia
3461,5C64.41,Hypomagnesaemia
3462,5C64.4Z,"Disorders of magnesium metabolism, unspecified"
3463,5C64.5,Disorders of calcium metabolism
3464,5C64.6,Disorders of sodium metabolism
3465,5C64.7,Disorders of chloride metabolism
3466,5C64.Y,Disorders of other specified mineral absorption or transport
3467,5C64.Z,"Disorders of mineral absorption or transport, unspecified"
3468,5C6Y,Other specified disorders of metabolite absorption or transport
3469,5C6Z,"Disorders of metabolite absorption or transport, unspecified"
3471,5C70,Volume depletion
3472,5C70.0,Dehydration
3473,5C70.1,Hypovolaemia
3474,5C70.Y,Other specified volume depletion
3475,5C70.Z,"Volume depletion, unspecified"
3476,5C71,Hyperosmolality or hypernatraemia
3477,5C72,Hypo-osmolality or hyponatraemia
3478,5C73,Acidosis
3479,5C73.0,Acute respiratory acidosis
3480,5C73.1,Chronic respiratory acidosis
3481,5C73.2,Anion gap metabolic acidosis
3482,5C73.Y,Other specified acidosis
3483,5C73.Z,"Acidosis, unspecified"
3484,5C74,Alkalosis
3485,5C75,Mixed disorder of acid-base balance
3486,5C76,Hyperkalaemia
3487,5C77,Hypokalaemia
3488,5C78,Fluid overload
3489,5C7Y,"Other specified disorders of fluid, electrolyte or acid-base balance"
3490,5C7Z,"Disorders of fluid, electrolyte or acid-base balance, unspecified"
3492,5C80,Hyperlipoproteinaemia
3493,5C80.0,Hypercholesterolaemia
3494,5C80.00,Primary hypercholesterolaemia
3495,5C80.01,Secondary hypercholesterolaemia
3496,5C80.0Z,"Hypercholesterolaemia, unspecified"
3497,5C80.1,Hypertriglyceridaemia
3498,5C80.2,Mixed hyperlipidaemia
3499,5C80.3,Hyperalphalipoproteinaemia
3500,5C80.Y,Other specified hyperlipoproteinaemia
3501,5C80.Z,"Hyperlipoproteinaemia, unspecified"
3502,5C81,Hypolipoproteinaemia
3503,5C81.0,Hypoalphalipoproteinaemia
3504,5C81.1,Hypobetalipoproteinaemia
3505,5C81.Y,Other specified hypolipoproteinaemia
3506,5C81.Z,"Hypolipoproteinaemia, unspecified"
3507,5C8Y,Other specified disorders of lipoprotein metabolism or lipidaemias
3508,5C8Z,Unspecified disorders of lipoprotein metabolism or lipidaemias
3509,5C90,Metabolic or transporter liver disease
3510,5C90.0,Liver diseases due to urea cycle defects
3511,5C90.1,Liver diseases due to disorders of porphyrin or bilirubin metabolism or transport
3512,5C90.2,Liver diseases due to disorders of amino acid metabolism
3513,5C90.3,Liver disease due to disorders of lysosomal storage
3514,5C90.4,Liver diseases due to mitochondrial disorders
3515,5C90.5,Liver diseases due to disorders of mineral metabolism
3516,5C90.Y,Other specified metabolic or transporter liver disease
3517,5C90.Z,"Metabolic or transporter liver disease, unspecified"
3519,5D00,Amyloidosis
3520,5D00.0,AL amyloidosis
3521,5D00.1,AA amyloidosis
3522,5D00.2,Hereditary amyloidosis
3523,5D00.20,Hereditary ATTR amyloidosis
3524,5D00.21,Non-neuropathic heredofamilial amyloidosis
3525,5D00.2Y,Other specified hereditary amyloidosis
3526,5D00.2Z,"Hereditary amyloidosis, unspecified"
3527,5D00.3,Dialysis-associated amyloidosis
3528,5D00.Y,Other specified amyloidosis
3529,5D00.Z,"Amyloidosis, unspecified"
3530,5D01,Tumour lysis syndrome
3531,5D0Y,Other specified metabolic disorders
3532,5D2Z,"Metabolic disorders, unspecified"
3534,5D40,Postprocedural hypothyroidism
3535,5D40.0,Postirridation hypothyroidism
3536,5D40.00,Hypothyroidism postradioactive iodine ablation
3537,5D40.0Y,Other specified postirridation hypothyroidism
3538,5D40.0Z,"Postirridation hypothyroidism, unspecified"
3539,5D40.Y,Other specified postprocedural hypothyroidism
3540,5D40.Z,"Postprocedural hypothyroidism, unspecified"
3541,5D41,Postprocedural hypoinsulinaemia
3542,5D42,Postprocedural hypoparathyroidism
3543,5D43,Postprocedural hypopituitarism
3544,5D44,Postprocedural ovarian failure
3545,5D45,Postprocedural testicular hypofunction
3546,5D46,Postprocedural adrenocortical hypofunction
3549,6A00,Disorders of intellectual development
3550,6A00.0,"Disorder of intellectual development, mild"
3551,6A00.1,"Disorder of intellectual development, moderate"
3552,6A00.2,"Disorder of intellectual development, severe"
3553,6A00.3,"Disorder of intellectual development, profound"
3554,6A00.4,"Disorder of intellectual development, provisional"
3555,6A00.Z,"Disorders of intellectual development, unspecified"
3556,6A01,Developmental speech or language disorders
3557,6A01.0,Developmental speech sound disorder
3558,6A01.1,Developmental speech fluency disorder
3559,6A01.2,Developmental language disorder
3560,6A01.20,Developmental language disorder with impairment of receptive and expressive language
3561,6A01.21,Developmental language disorder with impairment of mainly expressive language
3562,6A01.22,Developmental language disorder with impairment of mainly pragmatic language
3563,6A01.23,"Developmental language disorder, with other specified language impairment"
3564,6A01.Y,Other specified developmental speech or language disorders
3565,6A01.Z,"Developmental speech or language disorders, unspecified"
3566,6A02,Autism spectrum disorder
3567,6A02.0,Autism spectrum disorder without disorder of intellectual development and with mild or no impairment of functional language
3568,6A02.1,Autism spectrum disorder with disorder of intellectual development and with mild or no impairment of functional language
3569,6A02.2,Autism spectrum disorder without disorder of intellectual development and with impaired functional language
3570,6A02.3,Autism spectrum disorder with disorder of intellectual development and with impaired functional language
3571,6A02.5,Autism spectrum disorder with disorder of intellectual development and with absence of functional language
3572,6A02.Y,Other specified autism spectrum disorder
3573,6A02.Z,"Autism spectrum disorder, unspecified"
3574,6A03,Developmental learning disorder
3575,6A03.0,Developmental learning disorder with impairment in reading
3576,6A03.1,Developmental learning disorder with impairment in written expression
3577,6A03.2,Developmental learning disorder with impairment in mathematics
3578,6A03.3,Developmental learning disorder with other specified impairment of learning
3579,6A03.Z,"Developmental learning disorder, unspecified"
3580,6A04,Developmental motor coordination disorder
3581,6A05,Attention deficit hyperactivity disorder
3582,6A05.0,"Attention deficit hyperactivity disorder, predominantly inattentive presentation"
3583,6A05.1,"Attention deficit hyperactivity disorder, predominantly hyperactive-impulsive presentation"
3584,6A05.2,"Attention deficit hyperactivity disorder, combined presentation"
3585,6A05.Y,"Attention deficit hyperactivity disorder, other specified presentation"
3586,6A05.Z,"Attention deficit hyperactivity disorder, presentation unspecified"
3587,6A06,Stereotyped movement disorder
3588,6A06.0,Stereotyped movement disorder without self-injury
3589,6A06.1,Stereotyped movement disorder with self-injury
3590,6A06.Z,"Stereotyped movement disorder, unspecified"
3591,6A0Y,Other specified neurodevelopmental disorders
3592,6A0Z,"Neurodevelopmental disorders, unspecified"
3594,6A20,Schizophrenia
3595,6A20.0,"Schizophrenia, first episode"
3596,6A20.00,"Schizophrenia, first episode, currently symptomatic"
3597,6A20.01,"Schizophrenia, first episode, in partial remission"
3598,6A20.02,"Schizophrenia, first episode, in full remission"
3599,6A20.0Z,"Schizophrenia, first episode, unspecified"
3600,6A20.1,"Schizophrenia, multiple episodes"
3601,6A20.10,"Schizophrenia, multiple episodes, currently symptomatic"
3602,6A20.11,"Schizophrenia, multiple episodes, in partial remission"
3603,6A20.12,"Schizophrenia, multiple episodes, in full remission"
3604,6A20.1Z,"Schizophrenia, multiple episodes, unspecified"
3605,6A20.2,"Schizophrenia, continuous"
3606,6A20.20,"Schizophrenia, continuous, currently symptomatic"
3607,6A20.21,"Schizophrenia, continuous, in partial remission"
3608,6A20.22,"Schizophrenia, continuous, in full remission"
3609,6A20.2Z,"Schizophrenia, continuous, unspecified"
3610,6A20.Y,Other specified episode of schizophrenia
3611,6A20.Z,"Schizophrenia, episode unspecified"
3612,6A21,Schizoaffective disorder
3613,6A21.0,"Schizoaffective disorder, first episode"
3614,6A21.00,"Schizoaffective disorder, first episode, currently symptomatic"
3615,6A21.01,"Schizoaffective disorder, first episode, in partial remission"
3616,6A21.02,"Schizoaffective disorder, first episode, in full remission"
3617,6A21.0Z,"Schizoaffective disorder, first episode, unspecified"
3618,6A21.1,"Schizoaffective disorder, multiple episodes"
3619,6A21.10,"Schizoaffective disorder, multiple episodes, currently symptomatic"
3620,6A21.11,"Schizoaffective disorder, multiple episodes, in partial remission"
3621,6A21.12,"Schizoaffective disorder, multiple episodes, in full remission"
3622,6A21.1Z,"Schizoaffective disorder, multiple episodes, unspecified"
3623,6A21.2,"Schizoaffective disorder, continuous"
3624,6A21.20,"Schizoaffective disorder, continuous, currently symptomatic"
3625,6A21.21,"Schizoaffective disorder, continuous, in partial remission"
3626,6A21.22,"Schizoaffective disorder, continuous, in full remission"
3627,6A21.2Z,"Schizoaffective disorder, continuous, unspecified"
3628,6A21.Y,Other specified schizoaffective disorder
3629,6A21.Z,"Schizoaffective disorder, unspecified"
3630,6A22,Schizotypal disorder
3631,6A23,Acute and transient psychotic disorder
3632,6A23.0,"Acute and transient psychotic disorder, first episode"
3633,6A23.00,"Acute and transient psychotic disorder, first episode, currently symptomatic"
3634,6A23.01,"Acute and transient psychotic disorder, first episode, in partial remission"
3635,6A23.02,"Acute and transient psychotic disorder, first episode, in full remission"
3636,6A23.0Z,"Acute and transient psychotic disorder, first episode, unspecified"
3637,6A23.1,"Acute and transient psychotic disorder, multiple episodes"
3638,6A23.10,"Acute and transient psychotic disorder, multiple episodes, currently symptomatic"
3639,6A23.11,"Acute and transient psychotic disorder, multiple episodes, in partial remission"
3640,6A23.12,"Acute and transient psychotic disorder, multiple episodes, in full remission"
3641,6A23.1Z,"Acute and transient psychotic disorder, multiple episodes, unspecified"
3642,6A23.Y,Other specified acute and transient psychotic disorder
3643,6A23.Z,"Acute and transient psychotic disorder, unspecified"
3644,6A24,Delusional disorder
3645,6A24.0,"Delusional disorder, currently symptomatic"
3646,6A24.1,"Delusional disorder, in partial remission"
3647,6A24.2,"Delusional disorder, in full remission"
3648,6A24.Z,"Delusional disorder, unspecified"
3649,6A25,Symptomatic manifestations of primary psychotic disorders
3650,6A25.0,Positive symptoms in primary psychotic disorders
3651,6A25.1,Negative symptoms in primary psychotic disorders
3652,6A25.2,Depressive mood symptoms in primary psychotic disorders
3653,6A25.3,Manic mood symptoms in primary psychotic disorders
3654,6A25.4,Psychomotor symptoms in primary psychotic disorders
3655,6A25.5,Cognitive symptoms in primary psychotic disorders
3656,6A2Y,Other specified primary psychotic disorder
3657,6A2Z,"Schizophrenia or other primary psychotic disorders, unspecified"
3659,6A40,Catatonia associated with another mental disorder
3660,6A41,Catatonia induced by substances or medications
3661,6A4Z,"Catatonia, unspecified"
3664,6A60,Bipolar type I disorder
3665,6A60.0,"Bipolar type I disorder, current episode manic, without psychotic symptoms"
3666,6A60.1,"Bipolar type I disorder, current episode manic, with psychotic symptoms"
3667,6A60.2,"Bipolar type I disorder, current episode hypomanic"
3668,6A60.3,"Bipolar type I disorder, current episode depressive, mild"
3669,6A60.4,"Bipolar type I disorder, current episode depressive, moderate without psychotic symptoms"
3670,6A60.5,"Bipolar type I disorder, current episode depressive, moderate with psychotic symptoms"
3671,6A60.6,"Bipolar type I disorder, current episode depressive, severe without psychotic symptoms"
3672,6A60.7,"Bipolar type I disorder, current episode depressive, severe with psychotic symptoms"
3673,6A60.8,"Bipolar type I disorder, current episode depressive, unspecified severity"
3674,6A60.9,"Bipolar type I disorder, current episode mixed, without psychotic symptoms"
3675,6A60.A,"Bipolar type I disorder, current episode mixed, with psychotic symptoms"
3676,6A60.B,"Bipolar type I disorder, currently in partial remission, most recent episode manic or hypomanic"
3677,6A60.C,"Bipolar type I disorder, currently in partial remission, most recent episode depressive"
3678,6A60.D,"Bipolar type I disorder, currently in partial remission, most recent episode mixed"
3679,6A60.E,"Bipolar type I disorder, currently in partial remission, most recent episode unspecified"
3680,6A60.F,"Bipolar type I disorder, currently in full remission"
3681,6A60.Y,Other specified bipolar type I disorder
3682,6A60.Z,"Bipolar type I disorder, unspecified"
3683,6A61,Bipolar type II disorder
3684,6A61.0,"Bipolar type II disorder, current episode hypomanic"
3685,6A61.1,"Bipolar type II disorder, current episode depressive, mild"
3686,6A61.2,"Bipolar type II disorder, current episode depressive, moderate without psychotic symptoms"
3687,6A61.3,"Bipolar type II disorder, current episode depressive, moderate with psychotic symptoms"
3688,6A61.4,"Bipolar type II disorder, current episode depressive, severe without psychotic symptoms"
3689,6A61.5,"Bipolar type II disorder, current episode depressive, severe with psychotic symptoms"
3690,6A61.6,"Bipolar type II disorder, current episode depressive, unspecified severity"
3691,6A61.7,"Bipolar type II disorder, currently in partial remission, most recent episode hypomanic"
3692,6A61.8,"Bipolar type II disorder, currently in partial remission, most recent episode depressive"
3693,6A61.9,"Bipolar type II disorder, currently in partial remission, most recent episode unspecified"
3694,6A61.A,"Bipolar type II disorder, currently in full remission"
3695,6A61.Y,Other specified bipolar type II disorder
3696,6A61.Z,"Bipolar type II disorder, unspecified"
3697,6A62,Cyclothymic disorder
3698,6A6Y,Other specified bipolar or related disorders
3699,6A6Z,"Bipolar or related disorders, unspecified"
3701,6A70,Single episode depressive disorder
3702,6A70.0,"Single episode depressive disorder, mild"
3703,6A70.1,"Single episode depressive disorder, moderate, without psychotic symptoms"
3704,6A70.2,"Single episode depressive disorder, moderate, with psychotic symptoms"
3705,6A70.3,"Single episode depressive disorder, severe, without psychotic symptoms"
3706,6A70.4,"Single episode depressive disorder, severe, with psychotic symptoms"
3707,6A70.5,"Single episode depressive disorder, unspecified severity"
3708,6A70.6,"Single episode depressive disorder, currently in partial remission"
3709,6A70.7,"Single episode depressive disorder, currently in full remission"
3710,6A70.Y,Other specified single episode depressive disorder
3711,6A70.Z,"Single episode depressive disorder, unspecified"
3712,6A71,Recurrent depressive disorder
3713,6A71.0,"Recurrent depressive disorder, current episode mild"
3714,6A71.1,"Recurrent depressive disorder, current episode moderate, without psychotic symptoms"
3715,6A71.2,"Recurrent depressive disorder, current episode moderate, with psychotic symptoms"
3716,6A71.3,"Recurrent depressive disorder, current episode severe, without psychotic symptoms"
3717,6A71.4,"Recurrent depressive disorder, current episode severe, with psychotic symptoms"
3718,6A71.5,"Recurrent depressive disorder, current episode, unspecified severity"
3719,6A71.6,"Recurrent depressive disorder, currently in partial remission"
3720,6A71.7,"Recurrent depressive disorder, currently in full remission"
3721,6A71.Y,Other specified recurrent depressive disorder
3722,6A71.Z,"Recurrent depressive disorder, unspecified"
3723,6A72,Dysthymic disorder
3724,6A73,Mixed depressive and anxiety disorder
3725,6A7Y,Other specified depressive disorders
3726,6A7Z,"Depressive disorders, unspecified"
3727,6A80,Symptomatic and course presentations for mood episodes in mood disorders
3728,6A80.0,Prominent anxiety symptoms in mood episodes
3729,6A80.1,Panic attacks in mood episodes
3730,6A80.2,Current depressive episode persistent
3731,6A80.3,Current depressive episode with melancholia
3732,6A80.4,Seasonal pattern of mood episode onset
3733,6A80.5,Rapid cycling
3734,6A8Y,Other specified mood disorders
3735,6A8Z,"Mood disorders, unspecified"
3737,6B00,Generalised anxiety disorder
3738,6B01,Panic disorder
3739,6B02,Agoraphobia
3740,6B03,Specific phobia
3741,6B04,Social anxiety disorder
3742,6B05,Separation anxiety disorder
3743,6B06,Selective mutism
3744,6B0Y,Other specified anxiety or fear-related disorders
3745,6B0Z,"Anxiety or fear-related disorders, unspecified"
3747,6B20,Obsessive-compulsive disorder
3748,6B20.0,Obsessive-compulsive disorder with fair to good insight
3749,6B20.1,Obsessive-compulsive disorder with poor to absent insight
3750,6B20.Z,"Obsessive-compulsive disorder, unspecified"
3751,6B21,Body dysmorphic disorder
3752,6B21.0,Body dysmorphic disorder with fair to good insight
3753,6B21.1,Body dysmorphic disorder with poor to absent insight
3754,6B21.Z,"Body dysmorphic disorder, unspecified"
3755,6B22,Olfactory reference disorder
3756,6B22.0,Olfactory reference disorder with fair to good insight
3757,6B22.1,Olfactory reference disorder with poor to absent insight
3758,6B22.Z,"Olfactory reference disorder, unspecified"
3759,6B23,Hypochondriasis
3760,6B23.0,Hypochondriasis with fair to good insight
3761,6B23.1,Hypochondriasis with poor to absent insight
3762,6B23.Z,"Hypochondriasis, unspecified"
3763,6B24,Hoarding disorder
3764,6B24.0,Hoarding disorder with fair to good insight
3765,6B24.1,Hoarding disorder with poor to absent insight
3766,6B24.Z,"Hoarding disorder, unspecified"
3767,6B25,Body-focused repetitive behaviour disorders
3768,6B25.0,Trichotillomania
3769,6B25.1,Excoriation disorder
3770,6B25.Y,Other specified body-focused repetitive behaviour disorders
3771,6B25.Z,"Body-focused repetitive behaviour disorders, unspecified"
3772,6B2Y,Other specified obsessive-compulsive or related disorders
3773,6B2Z,"Obsessive-compulsive or related disorders, unspecified"
3775,6B40,Post traumatic stress disorder
3776,6B41,Complex post traumatic stress disorder
3777,6B42,Prolonged grief disorder
3778,6B43,Adjustment disorder
3779,6B44,Reactive attachment disorder
3780,6B45,Disinhibited social engagement disorder
3781,6B4Y,Other specified disorders specifically associated with stress
3782,6B4Z,"Disorders specifically associated with stress, unspecified"
3784,6B60,Dissociative neurological symptom disorder
3785,6B60.0,"Dissociative neurological symptom disorder, with visual disturbance"
3786,6B60.1,"Dissociative neurological symptom disorder, with auditory disturbance"
3787,6B60.2,"Dissociative neurological symptom disorder, with vertigo or dizziness"
3788,6B60.3,"Dissociative neurological symptom disorder, with other sensory disturbance"
3789,6B60.4,"Dissociative neurological symptom disorder, with non-epileptic seizures"
3790,6B60.5,"Dissociative neurological symptom disorder, with speech disturbance"
3791,6B60.6,"Dissociative neurological symptom disorder, with paresis or weakness"
3792,6B60.7,"Dissociative neurological symptom disorder, with gait disturbance"
3793,6B60.8,"Dissociative neurological symptom disorder, with movement disturbance"
3794,6B60.80,"Dissociative neurological symptom disorder, with chorea"
3795,6B60.81,"Dissociative neurological symptom disorder, with myoclonus"
3796,6B60.82,"Dissociative neurological symptom disorder, with tremor"
3797,6B60.83,"Dissociative neurological symptom disorder, with dystonia"
3798,6B60.84,"Dissociative neurological symptom disorder, with facial spasm"
3799,6B60.85,"Dissociative neurological symptom disorder, with Parkinsonism"
3800,6B60.8Y,"Dissociative neurological symptom disorder, with other specified movement disturbance"
3801,6B60.8Z,"Dissociative neurological symptom disorder, with unspecified movement disturbance"
3802,6B60.9,"Dissociative neurological symptom disorder, with cognitive symptoms"
3803,6B60.Y,"Dissociative neurological symptom disorder, with other specified symptoms"
3804,6B60.Z,"Dissociative neurological symptom disorder, with unspecified symptoms"
3805,6B61,Dissociative amnesia
3806,6B61.0,Dissociative amnesia with dissociative fugue
3807,6B61.1,Dissociative amnesia without dissociative fugue
3808,6B61.Z,"Dissociative amnesia, unspecified"
3809,6B62,Trance disorder
3810,6B63,Possession trance disorder
3811,6B64,Dissociative identity disorder
3812,6B65,Partial dissociative identity disorder
3813,6B66,Depersonalization-derealization disorder
3814,6B6Y,Other specified dissociative disorders
3815,6B6Z,"Dissociative disorders, unspecified"
3817,6B80,Anorexia Nervosa
3818,6B80.0,Anorexia Nervosa with significantly low body weight
3819,6B80.00,"Anorexia Nervosa with significantly low body weight, restricting pattern"
3820,6B80.01,"Anorexia Nervosa with significantly low body weight, binge-purge pattern"
3821,6B80.0Z,"Anorexia Nervosa with significantly low body weight, unspecified"
3822,6B80.1,Anorexia Nervosa with dangerously low body weight
3823,6B80.10,"Anorexia Nervosa with dangerously low body weight, restricting pattern"
3824,6B80.11,"Anorexia Nervosa with dangerously low body weight, binge-purge pattern"
3825,6B80.1Z,"Anorexia Nervosa with dangerously low body weight, unspecified"
3826,6B80.2,Anorexia Nervosa in recovery with normal body weight
3827,6B80.Y,Other specified anorexia Nervosa
3828,6B80.Z,"Anorexia Nervosa, unspecified"
3829,6B81,Bulimia Nervosa
3830,6B82,Binge eating disorder
3831,6B83,Avoidant-restrictive food intake disorder
3832,6B84,Pica
3833,6B85,Rumination-regurgitation disorder
3834,6B8Y,Other specified feeding or eating disorders
3835,6B8Z,"Feeding or eating disorders, unspecified"
3837,6C00,Enuresis
3838,6C00.0,Nocturnal enuresis
3839,6C00.1,Diurnal enuresis
3840,6C00.2,Nocturnal and diurnal enuresis
3841,6C00.Z,"Enuresis, unspecified"
3842,6C01,Encopresis
3843,6C01.0,Encopresis with constipation or overflow incontinence
3844,6C01.1,Encopresis without constipation or overflow incontinence
3845,6C01.Z,"Encopresis, unspecified"
3846,6C0Z,"Elimination disorders, unspecified"
3848,6C20,Bodily distress disorder
3849,6C20.0,Mild bodily distress disorder
3850,6C20.1,Moderate bodily distress disorder
3851,6C20.2,Severe bodily distress disorder
3852,6C20.Z,"Bodily distress disorder, unspecified"
3853,6C21,Body integrity dysphoria
3854,6C2Y,Other specified disorders of bodily distress or bodily experience
3855,6C2Z,"Disorders of bodily distress or bodily experience, unspecified"
3858,6C40,Disorders due to use of alcohol
3859,6C40.0,Episode of harmful use of alcohol
3860,6C40.1,Harmful pattern of use of alcohol
3861,6C40.10,"Harmful pattern of use of alcohol, episodic"
3862,6C40.11,"Harmful pattern of use of alcohol, continuous"
3863,6C40.1Z,"Harmful pattern of use of alcohol, unspecified"
3864,6C40.2,Alcohol dependence
3865,6C40.20,"Alcohol dependence, current use, continuous"
3866,6C40.21,"Alcohol dependence, current use, episodic"
3867,6C40.22,"Alcohol dependence, early full remission"
3868,6C40.23,"Alcohol dependence, sustained partial remission"
3869,6C40.24,"Alcohol dependence, sustained full remission"
3870,6C40.2Z,"Alcohol dependence, unspecified"
3871,6C40.3,Alcohol intoxication
3872,6C40.4,Alcohol withdrawal
3873,6C40.40,"Alcohol withdrawal, uncomplicated"
3874,6C40.41,Alcohol withdrawal with perceptual disturbances
3875,6C40.42,Alcohol withdrawal with seizures
3876,6C40.43,Alcohol withdrawal with perceptual disturbances and seizures
3877,6C40.4Z,"Alcohol withdrawal, unspecified"
3878,6C40.5,Alcohol-induced delirium
3879,6C40.6,Alcohol-induced psychotic disorder
3880,6C40.60,Alcohol-induced psychotic disorder with hallucinations
3881,6C40.61,Alcohol-induced psychotic disorder with delusions
3882,6C40.62,Alcohol-induced psychotic disorder with mixed psychotic symptoms
3883,6C40.6Z,"Alcohol-induced psychotic disorder, unspecified"
3884,6C40.7,Certain specified alcohol-induced mental or behavioural disorders
3885,6C40.70,Alcohol-induced mood disorder
3886,6C40.71,Alcohol-induced anxiety disorder
3887,6C40.Y,Other specified disorders due to use of alcohol
3888,6C40.Z,"Disorders due to use of alcohol, unspecified"
3889,6C41,Disorders due to use of cannabis
3890,6C41.0,Episode of harmful use of cannabis
3891,6C41.1,Harmful pattern of use of cannabis
3892,6C41.10,"Harmful pattern of use of cannabis, episodic"
3893,6C41.11,"Harmful pattern of use of cannabis, continuous"
3894,6C41.1Z,"Harmful pattern of use of cannabis, unspecified"
3895,6C41.2,Cannabis dependence
3896,6C41.20,"Cannabis dependence, current use"
3897,6C41.21,"Cannabis dependence, early full remission"
