,Code,Title
12871,MB23.M,Psychomotor agitation
12872,MB23.N,Psychomotor retardation
12873,MB23.Q,Social withdrawal
12874,MB23.R,Suicide attempt
12875,MB23.S,Suicidal behaviour
12876,MB23.Y,Other specified symptoms and signs involving appearance and behaviour
12877,MB23.Z,"Symptoms and signs involving appearance and behaviour, unspecified"
12878,MB24,Symptoms or signs involving mood or affect
12879,MB24.0,Ambivalence
12880,MB24.1,Anger
12881,MB24.2,Anhedonia
12882,MB24.3,Anxiety
12883,MB24.4,Apathy
12884,MB24.5,Depressed mood
12885,MB24.6,Disturbance of affect
12886,MB24.60,Constricted affect
12887,MB24.61,Blunted affect
12888,MB24.62,Flat affect
12889,MB24.63,Labile affect
12890,MB24.64,Inappropriate affect
12891,MB24.6Y,Other specified disturbance of affect
12892,MB24.6Z,"Disturbance of affect, unspecified"
12893,MB24.7,Dysphoria
12894,MB24.8,Elevated mood
12895,MB24.9,Euphoria
12896,MB24.A,Fear
12897,MB24.B,Feelings of guilt
12898,MB24.C,Irritability
12899,MB24.D,Leaden paralysis
12900,MB24.E,Mental rumination
12901,MB24.F,Restlessness
12902,MB24.G,Tantrum
12903,MB24.H,Worry
12904,MB24.Y,Other specified symptoms and signs involving mood or affect
12905,MB24.Z,"Symptoms and signs involving mood or affect, unspecified"
12906,MB25,Symptoms or signs involving form of thought
12907,MB25.0,Symptoms or signs of thought disorder
12908,MB25.00,Circumstantiality
12909,MB25.01,Tangentiality
12910,MB25.02,Disorganised thinking
12911,MB25.03,Incoherence
12912,MB25.0Y,Other specified symptoms or signs of thought disorder
12913,MB25.0Z,"Symptoms or signs of thought disorder, unspecified"
12914,MB25.1,Flight of ideas
12915,MB25.2,Neologisms
12916,MB25.3,Thought blocking
12917,MB25.Y,Other specified symptoms or signs of form of thought
12918,MB25.Z,"Symptoms or signs of form of thought, unspecified"
12919,MB26,Symptoms or signs involving content of thought
12920,MB26.0,Delusion
12921,MB26.00,Bizarre delusion
12922,MB26.01,Delusion of being controlled
12923,MB26.02,Delusion of guilt
12924,MB26.03,Delusion of reference
12925,MB26.04,Erotomanic delusion
12926,MB26.05,Grandiose delusion
12927,MB26.06,Jealous delusion
12928,MB26.07,Persecutory delusion
12929,MB26.08,Religious delusion
12930,MB26.09,Somatic delusion
12931,MB26.0A,Nihilistic delusion
12932,MB26.0B,Misidentification delusion
12933,MB26.0C,Delusion of impoverishment
12934,MB26.0Y,Other specified delusion
12935,MB26.0Z,"Delusion, unspecified"
12936,MB26.1,"Experiences of influence, passivity, and control"
12937,MB26.10,Thought broadcasting
12938,MB26.11,Thought insertion
12939,MB26.12,Thought withdrawal
12940,MB26.1Y,"Other specified experiences of influence, passivity, and control"
12941,MB26.1Z,"Experiences of influence, passivity, and control, unspecified"
12942,MB26.2,Grandiosity
12943,MB26.3,Homicidal ideation
12944,MB26.4,Identity disturbance
12945,MB26.5,Obsessions
12946,MB26.6,Overvalued ideas
12947,MB26.7,Paranoid ideation
12948,MB26.8,Referential thinking
12949,MB26.9,Suspiciousness
12950,MB26.A,Suicidal ideation
12951,MB26.Y,Other specified symptoms or signs involving content of thought
12952,MB26.Z,"Symptoms or signs involving content of thought, unspecified"
12953,MB27,Symptoms or signs involving perceptual disturbance
12954,MB27.0,Depersonalisation
12955,MB27.1,Derealisation
12956,MB27.2,Hallucinations
12957,MB27.20,Auditory hallucinations
12958,MB27.21,Gustatory hallucinations
12959,MB27.22,Hypnopompic hallucinations
12960,MB27.23,Hypnagogic hallucinations
12961,MB27.24,Olfactory hallucinations
12962,MB27.25,Somatic hallucinations
12963,MB27.26,Tactile hallucinations
12964,MB27.27,Visual hallucinations
12965,MB27.2Y,Other specified hallucinations
12966,MB27.2Z,"Hallucinations, unspecified"
12967,MB27.3,Disturbance of body image
12968,MB27.4,Illusions
12969,MB27.Y,Other specified symptoms or signs of perceptual disturbance
12970,MB27.Z,"Symptoms or signs of perceptual disturbance, unspecified"
12971,MB28,Symptoms or signs related to personality features
12972,MB28.0,Attention seeking
12973,MB28.1,Callousness
12974,MB28.2,Eccentricity
12975,MB28.3,Entitlement
12976,MB28.4,Hostility
12977,MB28.5,Impulsivity
12978,MB28.6,Indecisiveness
12979,MB28.7,Irresponsibility
12980,MB28.8,Low frustration tolerance
12981,MB28.9,Low self-esteem
12982,MB28.A,Negative affectivity
12983,MB28.B,Negativism
12984,MB28.C,Perfectionism
12985,MB28.D,Pessimism
12986,MB28.E,Recklessness
12987,MB28.F,Sensation seeking
12988,MB28.G,Stubbornness
12989,MB28.H,Submissiveness
12990,MB28.Y,Other specified symptoms and signs related to personality features
12991,MB28.Z,"Symptoms and signs related to personality features, unspecified"
12992,MB29,Symptoms or signs involving eating and related behaviour
12993,MB29.0,Avoidant or restrictive eating
12994,MB29.1,Binge eating
12995,MB29.2,Eating of non-nutritive substances
12996,MB29.3,Purging behaviour
12997,MB29.4,Rumination-regurgitation
12998,MB29.Y,Other specified symptoms and signs involving eating and related behaviour
12999,MB29.Z,"Symptoms and signs involving eating and related behaviour, unspecified"
13000,MB2A,Symptoms or signs involving elimination
13001,MB2A.0,Soiling
13002,MB2A.1,Wetting
13003,MB2A.Y,Other specified symptoms and signs involving elimination
13004,MB2A.Z,"Symptoms and signs involving elimination, unspecified"
13005,MB2Y,"Other specified mental or behavioural symptoms, signs or clinical findings"
13008,MB40,Sensation disturbance
13009,MB40.0,Asomatognosia
13010,MB40.1,Allodynia
13011,MB40.2,Anacusis
13012,MB40.3,Anaesthesia of skin
13013,MB40.4,Tingling fingers or feet or toes
13014,MB40.5,Hyperaesthesia
13015,MB40.6,Dysesthesia
13016,MB40.7,Acroparaesthesia
13017,MB40.8,Analgesia
13018,MB40.9,Neurological neglect syndrome
13019,MB40.Y,Other specified sensation disturbance
13020,MB40.Z,"Sensation disturbance, unspecified"
13021,MB41,Disturbances of smell or taste
13022,MB41.0,Anosmia
13023,MB41.1,Parosmia
13024,MB41.2,Dysgeusia
13025,MB41.3,Hyposmia
13026,MB41.Y,Other specified disturbances of smell or taste
13027,MB41.Z,"Disturbances of smell or taste, unspecified"
13028,MB42,Phonophobia
13029,MB43,Dyssomnia
13030,MB44,Abnormalities of gait or mobility
13031,MB44.0,Ataxic gait
13032,MB44.1,Paralytic gait
13033,MB44.2,Difficulty in walking
13034,MB44.3,Immobility
13035,MB44.Y,Other specified abnormalities of gait or mobility
13036,MB44.Z,"Abnormalities of gait or mobility, unspecified"
13037,MB45,Lack of coordination
13038,MB45.0,"Ataxia, unspecified"
13039,MB45.1,Automatism
13040,MB45.2,Atonia
13041,MB45.3,Head drop
13042,MB45.4,Intention tremor
13043,MB45.Y,Other specified lack of coordination
13044,MB45.Z,"Lack of coordination, unspecified"
13045,MB46,Abnormal involuntary movements
13046,MB46.0,Asterixis
13047,MB46.1,Abnormal head movements
13048,MB46.2,Athetosis
13049,MB46.3,Drop attack
13050,MB46.4,Titubation
13051,MB46.5,Shuddering
13052,MB46.Y,Other specified abnormal involuntary movements
13053,MB46.Z,"Abnormal involuntary movements, unspecified"
13054,MB47,Abnormality of tonus or reflex
13055,MB47.0,Abnormal reflex
13056,MB47.1,Abnormal posture
13057,MB47.2,Clonus
13058,MB47.3,Cramp or spasm
13059,MB47.4,Dystonia
13060,MB47.5,Fasciculation
13061,MB47.6,Meningismus
13062,MB47.7,Muscle fibrillation
13063,MB47.8,Muscular hypertonia
13064,MB47.9,Myotonia
13065,MB47.A,Ophthalmoparesis
13066,MB47.B,Opisthotonos
13067,MB47.C,Tendency to fall
13068,MB47.D,Tetany
13069,MB47.Y,Other specified abnormality of tonus or reflex
13070,MB47.Z,"Abnormality of tonus or reflex, unspecified"
13071,MB48,Dizziness or giddiness
13072,MB48.0,Vertigo
13073,MB48.00,Vertigo of central origin
13074,MB48.0Y,Other specified vertigo
13075,MB48.0Z,"Vertigo, unspecified"
13076,MB48.1,Disorder of equilibrium
13077,MB48.2,Exertional dizziness
13078,MB48.3,Light-headedness
13079,MB48.4,Presyncope
13080,MB48.Y,Other specified dizziness or giddiness
13081,MB48.Z,"Dizziness or giddiness, unspecified"
13082,MB49,Aura
13083,MB4A,Apraxia
13084,MB4B,Symbolic dysfunctions
13085,MB4B.0,Dyslexia and alexia
13086,MB4B.1,Agnosia
13087,MB4B.2,Acalculia
13088,MB4B.3,Agraphia
13089,MB4B.4,Anomia
13090,MB4B.5,Dyscalculia
13091,MB4B.Y,Other specified symbolic dysfunctions
13092,MB4B.Z,"Symbolic dysfunctions, unspecified"
13093,MB4C,Gerstmann syndrome
13094,MB4D,"Headache, not elsewhere classified"
13096,MB50,Tetraplegia
13097,MB50.0,Flaccid tetraplegia
13098,MB50.1,Spastic tetraplegia
13099,MB50.Z,"Tetraplegia, unspecified"
13100,MB51,Diplegia of upper extremities
13101,MB51.0,Flaccid diplegia of upper extremities
13102,MB51.1,Spastic diplegia of upper extremities
13103,MB51.Z,"Diplegia of upper extremities, unspecified"
13104,MB52,Diplegia of lower extremities
13105,MB53,Hemiplegia
13106,MB53.0,Alternating hemiplegia
13107,MB53.1,Flaccid hemiplegia
13108,MB53.2,Spastic hemiplegia
13109,MB53.Z,"Hemiplegia, unspecified"
13110,MB54,Monoplegia of upper extremity
13111,MB54.0,Flaccid monoplegia of upper extremity
13112,MB54.1,Spastic monoplegia of upper extremity
13113,MB54.Z,"Monoplegia of upper extremity, unspecified"
13114,MB55,Monoplegia of lower extremity
13115,MB55.0,Flaccid monoplegia of lower extremity
13116,MB55.1,Spastic monoplegia of lower extremity
13117,MB55.Z,"Monoplegia of lower extremity, unspecified"
13118,MB56,Paraplegia
13119,MB57,Functional level of injury of spinal cord
13120,MB57.0,Functional level of injury of cervical spinal cord
13121,MB57.1,Functional level of injury of thoracic spinal cord
13122,MB57.2,Functional level of injury of lumbar spinal cord
13123,MB57.3,"Functional level of injury of spinal cord, sacrum"
13124,MB57.Y,Other specified functional level of injury of spinal cord
13125,MB57.Z,"Functional level of injury of spinal cord, unspecified"
13126,MB5Y,Other specified paralytic symptoms
13127,MB5Z,"Paralytic symptoms, unspecified"
13128,MB60,Sleeptalking
13129,MB6Y,Other specified symptoms or signs involving the nervous system
13131,MB70,Clinical findings in cerebrospinal fluid
13132,MB70.0,Abnormal level of enzymes in cerebrospinal fluid
13133,MB70.1,Abnormal level of hormones in cerebrospinal fluid
13134,MB70.2,"Abnormal level of drugs, medicaments and biological substances in cerebrospinal fluid"
13135,MB70.3,Abnormal level of substances chiefly nonmedicinal as to source in cerebrospinal fluid
13136,MB70.4,Abnormal immunological findings in cerebrospinal fluid
13137,MB70.5,Abnormal microbiological findings in cerebrospinal fluid
13138,MB70.6,Abnormal cytological findings in cerebrospinal fluid
13139,MB70.7,Abnormal histological findings in cerebrospinal fluid
13140,MB70.8,Other abnormal findings in cerebrospinal fluid
13141,MB70.Y,Other specified clinical findings in cerebrospinal fluid
13142,MB70.Z,"Clinical findings in cerebrospinal fluid, unspecified"
13143,MB71,Clinical findings on diagnostic imaging of central nervous system
13144,MB71.0,Intracranial space-occupying lesion
13145,MB71.Y,Other specified clinical findings on diagnostic imaging of central nervous system
13146,MB71.Z,"Clinical findings on diagnostic imaging of central nervous system, unspecified"
13147,MB72,Results of function studies of the nervous system
13148,MB7Y,Other specified clinical findings in the nervous system
13149,MB9Y,"Other specified symptoms, signs or clinical findings of the nervous system"
13152,MC10,Eye appearance abnormal
13153,MC11,Eye sensation abnormal
13154,MC12,Chronic enlargement of lacrimal gland
13155,MC13,Epiphora
13156,MC14,Eye discharge
13157,MC15,Red eye
13158,MC16,Pallor conjunctiva
13159,MC17,Icteric sclera
13160,MC18,Ocular pain
13161,MC19,Quadrantanopia
13162,MC1A,Visual floaters
13163,MC1B,Symptom or complaint of the eyelid
13164,MC1C,Symptom or complaint of glasses
13165,MC1D,Symptom or complaint of contact lens
13166,MC1Y,Other specified symptoms or signs involving the visual system
13167,MC20,Clinical findings of the visual system
13168,MC20.0,Staphyloma
13169,MC20.1,Small drusen of the macula
13170,MC20.2,Hypopyon
13171,MC20.Y,Other specified clinical findings of the visual system
13172,MC21,Impairment of electrophysiological functions
13173,MC21.0,Profound impairment of electrooculogram
13174,MC21.1,Normal electroretinogram
13175,MC21.Y,Other specified impairment of electrophysiological functions
13176,MC21.Z,"Impairment of electrophysiological functions, unspecified"
13177,MC2Y,"Other specified symptoms, signs or clinical findings of the visual system"
13180,MC40,Plugged feeling ear
13181,MC41,Tinnitus
13182,MC4Y,Other specified symptoms or signs involving the ear or mastoid process
13183,MC6Y,"Other specified symptoms, signs or clinical findings of ear or mastoid process"
13186,MC80,"Abnormal blood-pressure reading, without diagnosis"
13187,MC80.0,"Elevated blood-pressure reading, without diagnosis of hypertension"
13188,MC80.00,White coat hypertension
13189,MC80.01,Combined diastolic and systolic elevated blood pressure reading without diagnosis of hypertension
13190,MC80.02,Diastolic elevated blood pressure reading without diagnosis of hypertension
13191,MC80.03,Systolic elevated blood pressure reading without diagnosis of hypertension
13192,MC80.0Y,"Other specified elevated blood-pressure reading, without diagnosis of hypertension"
13193,MC80.0Z,"Elevated blood-pressure reading, without diagnosis of hypertension, unspecified"
13194,MC80.1,Nonspecific low blood-pressure reading
13195,MC80.Y,"Other specified abnormal blood-pressure reading, without diagnosis"
13196,MC80.Z,"Abnormal blood-pressure reading, without diagnosis, unspecified"
13197,MC81,Abnormalities of heart beat
13198,MC81.0,"Tachycardia, unspecified"
13199,MC81.1,"Bradycardia, unspecified"
13200,MC81.2,Palpitations
13201,MC81.3,Paroxysmal tachycardia
13202,MC81.4,"Pulseless electrical activity, not elsewhere classified"
13203,MC81.Y,Other specified abnormalities of heart beat
13204,MC81.Z,"Abnormalities of heart beat, unspecified"
13205,MC82,Cardiac arrest
13206,MC82.0,Ventricular tachycardia and fibrillation cardiac arrest
13207,MC82.1,Bradycardic cardiac arrest
13208,MC82.2,Asystolic cardiac arrest
13209,MC82.3,Cardiac arrest with pulseless electrical activity
13210,MC82.4,Cardiopulmonary arrest
13211,MC82.Z,"Cardiac arrest, unspecified"
13212,MC83,Cardiac murmurs or other cardiac sounds
13213,MC83.0,Benign or innocent cardiac murmurs
13214,MC83.1,Other cardiac sounds
13215,MC83.Z,"Cardiac murmurs or sounds, unspecified"
13216,MC84,Cardiovascular pain
13217,MC85,Gangrene
13218,MC86,Precordial pain
13219,MC87,Pressure or tightness of heart
13220,MC88,Prominent veins
13221,MC8Y,Other specified symptoms or signs involving the circulatory system
13222,MC90,Clinical findings on diagnostic imaging of heart or coronary circulation
13223,MC91,Results of function studies of the circulatory system
13224,MC9Y,"Other specified symptoms, signs or clinical findings of the circulatory system"
13227,MD10,Abnormal sputum
13228,MD11,Abnormalities of breathing
13229,MD11.0,Apnoea
13230,MD11.1,Asphyxia
13231,MD11.2,Ataxic breathing
13232,MD11.3,Breath holding
13233,MD11.4,Sleep related Cheyne-Stokes respiration
13234,MD11.5,Dyspnoea
13235,MD11.6,Hiccough
13236,MD11.7,Hyperventilation
13237,MD11.8,Mouth breathing
13238,MD11.80,Stertor
13239,MD11.8Y,Other specified mouth breathing
13240,MD11.8Z,"Mouth breathing, unspecified"
13241,MD11.9,Nasal congestion
13242,MD11.A,Sneezing
13243,MD11.B,Stridor
13244,MD11.C,Wheezing
13245,MD11.D,Yawning
13246,MD11.Y,Other specified abnormalities of breathing
13247,MD11.Z,"Abnormalities of breathing, unspecified"
13248,MD12,Cough
13250,MD20,Epistaxis
13251,MD21,Haemorrhage from throat
13252,MD22,Haemoptysis
13253,MD23,Haemorrhage from other sites in respiratory passages
13254,MD24,Acute idiopathic pulmonary haemorrhage in infants over 28 days of age
13255,MD2Z,"Haemorrhage from respiratory passages, unspecified"
13256,MD30,Pain in throat or chest
13257,MD30.0,Chest pain on breathing
13258,MD30.1,Other chest pain
13259,MD30.Z,"Chest pain, unspecified"
13260,MD31,Pleurisy
13261,MD32,Rales
13262,MD33,Respiratory arrest
13263,MD34,Symptom or complaint of the nose
13264,MD35,Symptom or complaint of the sinus
13265,MD36,Symptom or complaint of the throat
13266,MD36.0,Pain in throat
13267,MD36.Y,Other specified symptom or complaint of the throat
13268,MD36.Z,"Symptom or complaint of the throat, unspecified"
13269,MD3Y,Other specified symptoms or signs involving the respiratory system
13271,MD40,Clinical findings in specimens from respiratory organs and thorax
13272,MD40.0,Abnormal level of enzymes in specimens from respiratory organs and thorax
13273,MD40.1,Abnormal level of hormones in specimens from respiratory organs and thorax
13274,MD40.2,"Abnormal level of drugs, medicaments and biological substances in specimens from respiratory organs and thorax"
13275,MD40.3,Abnormal level of substances chiefly nonmedicinal as to source in specimens from respiratory organs and thorax
13276,MD40.4,Abnormal immunological findings in specimens from respiratory organs and thorax
13277,MD40.5,Abnormal microbiological findings in specimens from respiratory organs and thorax
13278,MD40.50,Positive culture from nose
13279,MD40.51,Positive sputum culture
13280,MD40.52,Positive throat culture
13281,MD40.5Y,Other specified abnormal microbiological findings in specimens from respiratory organs and thorax
13282,MD40.5Z,"Abnormal microbiological findings in specimens from respiratory organs and thorax, unspecified"
13283,MD40.6,Abnormal cytological findings in specimens from respiratory organs and thorax
13284,MD40.7,Abnormal histological findings in specimens from respiratory organs and thorax
13285,MD40.Y,Other specified clinical findings in specimens from respiratory organs and thorax
13286,MD41,Clinical findings on diagnostic imaging of lung
13287,MD42,Results of function studies of the respiratory system
13288,MD4Y,Other specified clinical findings in the respiratory system
13289,MD6Y,"Other specified symptoms, signs or clinical findings of the respiratory system"
13292,MD80,Symptoms or signs of the orofacial complex
13293,MD80.0,Symptom or complaint of the teeth or gum
13294,MD80.1,"Symptom or complaint of the mouth, tongue or lip"
13295,MD80.Y,Other specified symptoms or signs of the orofacial complex
13296,MD81,Abdominal or pelvic pain
13297,MD81.0,Abdominal tenderness
13298,MD81.1,Localised abdominal pain
13299,MD81.10,Pain localised to upper abdomen
13300,MD81.11,Pelvic or perineal pain
13301,MD81.12,Pain localised to other parts of lower abdomen
13302,MD81.1Z,"Localised abdominal pain, unspecified"
13303,MD81.2,Generalised abdominal pain
13304,MD81.3,Acute abdomen
13305,MD81.4,Other and unspecified abdominal pain
13306,MD82,"Intra-abdominal or pelvic swelling, mass or lump"
13308,MD90,Nausea or vomiting
13309,MD90.0,Nausea
13310,MD90.1,Vomiting
13311,MD91,Belching
13312,MD92,Dyspepsia
13313,MD93,Dysphagia
13314,MD94,Halitosis
13315,MD95,Heartburn
13316,MD9Y,Other specified symptoms related to the upper gastrointestinal tract
13318,ME00,Abdominal compartment syndrome
13319,ME01,Abdominal distension
13320,ME02,Abdominal rigidity
13321,ME03,Abnormal bowel sounds
13322,ME03.0,Hyperactive bowel sounds
13323,ME03.1,Absent bowel sounds
13324,ME03.Z,"Abnormal bowel sounds, unspecified"
13325,ME04,Ascites
13326,ME04.0,Fluid in peritoneal cavity
13327,ME04.Y,Other specified ascites
13328,ME04.Z,"Ascites, unspecified"
13329,ME05,Change in bowel habit
13330,ME05.0,Constipation
13331,ME05.1,Diarrhoea
13332,ME05.Y,Other specified change in bowel habit
13333,ME05.Z,"Change in bowel habit, unspecified"
13334,ME06,Chronic enteritis of uncertain aetiology
13335,ME07,Faecal incontinence
13336,ME07.0,Faecal smearing
13337,ME07.1,Incomplete defaecation
13338,ME07.2,Faecal urgency
13339,ME07.Y,Other specified faecal incontinence
13340,ME07.Z,"Faecal incontinence, unspecified"
13341,ME08,Flatulence and related conditions
13342,ME09,Rectal tenesmus
13343,ME0A,Visible peristalsis
13344,ME0B,"Problems with defaecation, not otherwise specified"
13345,ME0Y,Other specified symptoms related to the lower gastrointestinal tract or abdomen
13346,ME10,Abnormalities related to hepatobiliary system
13347,ME10.0,Hepatomegaly or splenomegaly
13348,ME10.00,"Hepatomegaly, not elsewhere classified"
13349,ME10.01,"Splenomegaly, not elsewhere classified"
13350,ME10.02,Hepatomegaly with splenomegaly
13351,ME10.1,Unspecified jaundice
13352,ME1Y,Other specified symptoms or signs involving the digestive system or abdomen
13354,ME20,Clinical findings in specimens from digestive organs or abdominal cavity
13355,ME20.0,Abnormal level of enzymes in specimens from digestive organs or abdominal cavity
13356,ME20.1,Abnormal level of hormones in specimens from digestive organs or abdominal cavity
13357,ME20.2,"Abnormal level of drugs, medicaments or biological substances in specimens from digestive organs of abdominal cavity"
13358,ME20.3,Abnormal level of substances chiefly nonmedicinal as to source in specimens from digestive organs and abdominal cavity
13359,ME20.4,Abnormal immunological findings in specimens from digestive organs and abdominal cavity
13360,ME20.5,Abnormal microbiological findings in specimens from digestive organs and abdominal cavity
13361,ME20.6,Abnormal cytological findings in specimens from digestive organs and abdominal cavity
13362,ME20.7,Abnormal histological findings in specimens from digestive organs and abdominal cavity
13363,ME20.Y,Other specified clinical findings in specimens from digestive organs or abdominal cavity
13364,ME20.Z,"Clinical findings in specimens from digestive organs or abdominal cavity, unspecified"
13365,ME21,Clinical findings on diagnostic imaging of liver or biliary tract
13366,ME22,Clinical findings on diagnostic imaging of digestive tract
13367,ME23,Results of function studies of the digestive system
13368,ME24,Clinical manifestations of the digestive system
13369,ME24.0,Digestive system abscess
13370,ME24.1,Digestive system fistula
13371,ME24.2,Digestive system obstruction
13372,ME24.3,Digestive system perforation
13373,ME24.30,Perforation of small intestine
13374,ME24.31,Perforation of large intestine
13375,ME24.35,Perforation of gallbladder or bile ducts
13376,ME24.3Y,Digestive system perforation of other specified site
13377,ME24.3Z,Digestive system perforation of unspecified site
13378,ME24.4,Digestive system stenosis
13379,ME24.5,Digestive system ulcer
13380,ME24.6,Digestive system dilatation
13381,ME24.7,Digestive system incarceration
13382,ME24.8,Digestive system strangulation or gangrene
13383,ME24.9,Gastrointestinal bleeding
13384,ME24.90,"Acute gastrointestinal bleeding, not elsewhere classified"
13385,ME24.91,"Chronic gastrointestinal bleeding, not elsewhere classified"
13386,ME24.9Z,"Gastrointestinal bleeding, unspecified"
13387,ME24.A,"Other digestive system haemorrhage, not elsewhere classified"
13388,ME24.A0,Obscure gastrointestinal bleeding
13389,ME24.A1,Haemorrhage of anus and rectum
13390,ME24.A2,Oesophageal haemorrhage
13391,ME24.A3,Haematochezia
13392,ME24.A4,Melaena
13393,ME24.A5,Haematemesis
13394,ME24.A6,Positive occult blood in stool
13395,ME24.Y,Other specified clinical manifestations of the digestive system
13396,ME2Y,Other specified clinical findings in the digestive system
13397,ME4Y,"Other specified symptoms, signs or clinical findings of the digestive system or abdomen"
13400,ME60,Skin lesion of uncertain or unspecified nature
13401,ME60.0,Skin lesion of uncertain nature
13402,ME60.1,Pigmented skin lesion of uncertain nature
13403,ME60.2,Ulcer of skin of uncertain nature
13404,ME60.3,Keratosis of skin of uncertain or unspecified nature
13405,ME60.Z,Skin lesion of unspecified nature
13406,ME61,"Subcutaneous swelling, mass or lump of uncertain or unspecified nature"
13407,ME62,Acute skin eruption of uncertain or unspecified nature
13408,ME62.0,Acute erythematous skin eruption
13409,ME62.1,Acute purpuric skin eruption
13410,ME62.2,Acute urticarial skin eruption
13411,ME62.3,Acute maculopapular skin eruption
13412,ME62.4,Acute papular skin eruption
13413,ME62.5,Acute exudative skin eruption
13414,ME62.6,Acute blistering skin eruption
13415,ME62.7,Acute desquamating skin eruption
13416,ME62.8,Acute discoid or annular skin eruption
13417,ME62.9,Acute excoriation of skin
13418,ME62.Y,Other specified acute skin eruption of uncertain or unspecified nature
13419,ME63,Chronic skin disorder of uncertain or unspecified nature
13420,ME63.0,Chronic erythematous skin disorder
13421,ME63.1,Chronic urticarial skin disorder
13422,ME63.2,Chronic papular skin disorder
13423,ME63.3,Chronic blistering skin disorder
13424,ME63.4,Chronic scaling or hyperkeratotic skin disorder
13425,ME63.5,Chronic lichenified skin disorder
13426,ME63.6,Chronic discoid or annular skin disorder
13427,ME63.7,Chronic excoriation of skin
13428,ME64,Non-specific cutaneous vascular signs
13429,ME64.0,Erythema
13430,ME64.1,Cyanosis
13431,ME64.2,Pallor
13432,ME64.3,Petechiae
13433,ME64.4,Flushing
13434,ME65,Disturbances of skin sensation of unspecified aetiology
13435,ME65.0,Burning of skin
13436,ME65.1,Itching of skin
13437,ME65.2,Pain or tenderness of skin
13438,ME65.3,Stinging of skin
13439,ME65.4,Tingling of skin
13440,ME65.Y,Other specified disturbance of skin sensation
13441,ME66,Miscellaneous non-specific skin-related symptoms and signs
13442,ME66.0,Abnormal sensitivity to light or UV radiation of uncertain or unspecified nature
13443,ME66.1,Changes in skin texture
13444,ME66.2,Excess and redundant skin
13445,ME66.3,Symptom or complaint relating to hair or scalp
13446,ME66.4,Symptom or complaint relating to nails
13447,ME66.5,Complaint of abnormal sweating
13448,ME66.6,Rash
13449,ME66.60,Rash localised
13450,ME66.61,Rash generalised
13451,ME66.6Y,Other specified rash
13452,ME66.6Z,"Rash, unspecified"
13453,ME66.Y,Other specified skin changes
13454,ME67,Skin disorder of uncertain or unspecified nature
13455,ME6Y,Other specified symptoms or signs involving the skin
13458,ME80,Clicking hip
13459,ME81,Musculoskeletal chest pain
13460,ME81.0,Intercostal pain
13461,ME81.Y,Other specified musculoskeletal chest pain
13462,ME81.Z,"Musculoskeletal chest pain, unspecified"
13463,ME82,Pain in joint
13464,ME83,"Rheumatism, unspecified"
13465,ME84,Spinal pain
13466,ME84.0,Cervical spine pain
13467,ME84.1,Thoracic spine pain
13468,ME84.2,Low back pain
13469,ME84.20,Lumbago with sciatica
13470,ME84.2Y,Other specified low back pain
13471,ME84.2Z,"Low back pain, unspecified"
13472,ME84.3,Sciatica
13473,ME84.Z,"Spinal pain, unspecified"
13474,ME85,Stiffness of joint
13475,ME86,Symptom or complaint of a body part
13476,ME86.0,Symptom or complaint of the ankle
13477,ME86.1,Symptom or complaint of the arm
13478,ME86.2,Symptom or complaint of the back
13479,ME86.20,Back syndrome without radiating pain
13480,ME86.21,Back syndrome with radiating pain
13481,ME86.22,Symptom or complaint of the low back
13482,ME86.2Y,Other specified symptom or complaint of the back
13483,ME86.2Z,"Symptom or complaint of the back, unspecified"
13484,ME86.3,Symptom or complaint of the chest
13485,ME86.4,Symptom or complaint of the elbow
13486,ME86.5,Symptom or complaint of the flank or axilla
13487,ME86.6,Symptom or complaint of the foot or toe
13488,ME86.7,Symptom or complaint of the hand or finger
13489,ME86.8,Symptom or complaint of the hip
13490,ME86.9,Symptom or complaint of the jaw
13491,ME86.A,Symptom or complaint of the knee
13492,ME86.B,Symptom or complaint of the leg or thigh
13493,ME86.C,Symptom or complaint of the neck
13494,ME86.D,Symptom or complaint of the shoulder
13495,ME86.D0,Shoulder syndrome
13496,ME86.DY,Other specified symptom or complaint of the shoulder
13497,ME86.DZ,"Symptom or complaint of the shoulder, unspecified"
13498,ME86.E,Symptom or complaint of the wrist
13499,ME86.F,"Symptom or complaint of joint, not otherwise specified"
13500,ME86.G,"Symptom or complaint of muscle, not otherwise specified"
13501,ME86.Y,Problem of other specified body part
13502,ME86.Z,Problem of unspecified body part
13503,ME8Y,Other specified symptoms or signs of the musculoskeletal system
13505,ME90,Clinical findings on diagnostic imaging of skull and head
13506,ME91,Clinical findings on diagnostic imaging of limbs
13507,ME92,Clinical findings on diagnostic imaging of other parts of musculoskeletal system
13508,ME92.0,Wedging of vertebra
13509,ME92.1,Bony erosion
13510,ME92.Y,Other specified clinical findings on diagnostic imaging of other parts of musculoskeletal system
13511,ME92.Z,"Clinical findings on diagnostic imaging of other parts of musculoskeletal system, unspecified"
13512,ME93,"Biomechanical lesions, not elsewhere classified"
13513,ME93.0,Segmental and somatic dysfunction
13514,ME93.1,Subluxation stenosis of neural canal
13515,ME93.2,Osseous stenosis of neural canal
13516,ME93.3,Connective tissue stenosis of neural canal
13517,ME93.4,Intervertebral disc stenosis of neural canal
13518,ME93.40,"Intervertebral disc stenosis of neural canal, head region"
